uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
PE,Caruaru,Centro Universitário Internacional - Uninter - UNINTER,PAP CARUARU - Maurício de Nassau,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,1,,,,552.46,
PE,Caruaru,Faculdade Educacional da Lapa - FAEL,PE - CARUARU - POLO EAD - Maurício de Nassau,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,534.70,
PE,Caruaru,Faculdade Uninassau Caruaru,SEDE - Agamenon Magalhães,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,537.89,7,4,,,604.66,593.96,,
PE,Caruaru,Universidade Tiradentes - UNIT,CARUARU - Nossa Senhora das Dores,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,1,,,,620.46,,,
PE,Garanhuns,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD GARANHUNS - PE - Heliópolis,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,,,,609.92,,,
PE,Garanhuns,Universidade Tiradentes - UNIT,GARANHUNS - Heliópolis,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,1,1,,,633.22,638.78,,
PE,Olinda,Centro Universitário Internacional - Uninter - UNINTER,PAP OLINDA - Casa Caiada,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,1,1,590.10,,550.60,509.80
PE,Palmares,Universidade Pitágoras Unopar,PALMARES/PE (3157) - Santa Rosa,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,,,,564.68,,,
PE,Petrolina,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,PETROLINA - Vila Mocó,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,286.02,1,,,,615.66,,,
PE,Petrolina,Centro Universitário Internacional - Uninter - UNINTER,PAP PETROLINA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,609.14,
PE,Petrolina,Universidade Pitágoras Unopar,PETROLINA/PE (1051584) - Areia Branca,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,1,,,,621.06,,,
PE,Recife,Centro Universitário Internacional - Uninter - UNINTER,PAP RECIFE 01 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,526.36,
PE,Recife,Faculdade Boa VIagem - FBV,CAMPUS  - RECIFE - IMBIRIBEIRA - Imbiribeira,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1220.31,,,,13,,,548.86,
PE,Recife,Faculdade Educacional da Lapa - FAEL,PE - RECIFE - POLO EAD - Boa Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,1,,,,511.30,
PE,Recife,Faculdade Imaculada Conceição do Recife - UBEC,CAMPUS - RECIFE - APIPUCOS - Apipucos,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,474.66,1,1,,,594.86,588.24,,
PE,Recife,Faculdade Nova Roma - FNR,CAMPUS  - RECIFE - PRADO - Prado,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,472.23,1,,,,615.74,,,
PE,Recife,Faculdade Nova Roma - FNR,CAMPUS  - RECIFE - PRADO - Prado,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,472.23,1,,,,614.54,,,
PE,Recife,Faculdade São Miguel - FACULDADE SÃO MIGUEL,UNIDADE SEDE - Boa Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,220.00,37,22,,,572.06,557.50,,
PE,Recife,Universidade Católica de Brasília - UCB,RECIFE - FACULDADE SALESIANA DO NORDESTE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.99,1,1,,,632.36,625.14,,
PE,Recife,Universidade Paulista - UNIP,RECIFE III - Boa Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,259.00,1,,,,580.50,,,
PE,Salgueiro,Centro Universitário Internacional - Uninter - UNINTER,PAP SALGUEIRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,550.44,
PE,Salgueiro,Universidade Pitágoras Unopar,SALGUEIRO/PE (1051593) - Nossa Senhora das Graças,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,259.00,2,2,,,596.30,574.28,,
PE,Serra Talhada,Universidade Paulista - UNIP,SERRA TALHADA - AABB,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,1,,,,561.48,,,
PE,Timbauba,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TIMBAÚBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,485.52,,,
PI,Floriano,Centro Universitário Internacional - Uninter - UNINTER,PAP FLORIANO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,590.54,
PI,Picos,Centro Universitário Internacional - Uninter - UNINTER,PAP PICOS - Canto da Várzea,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,579.10,
PI,Teresina,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TERESINA - Teresina,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,575.16,,,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,740.94,1,,,17,632.76,,541.94,
PI,Teresina,Faculdade Integral Diferencial - FACID,UNIDADE SEDE - Horto Florestal,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,740.94,,,,17,,,517.82,
PI,Teresina,Faculdade Piauiense de Processamento de Dados - FPPD,CAMPUS  - TERESINA - SÃO CRISTOVÃO - São Cristovão,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,473.60,2,1,,,619.96,592.92,,
PI,Teresina,Faculdade Piauiense de Processamento de Dados - FPPD,CAMPUS  - TERESINA - SÃO CRISTOVÃO - São Cristovão,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,473.60,4,2,,,609.22,579.56,,
PI,Teresina,Universidade Paulista - UNIP,TERESINA II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,1,,,,606.34,,,
PI,Teresina,Universidade Pitágoras Unopar,TERESINA/PI (1051619) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,3,1,,,624.80,586.14,,
PR,Antonina,Centro Universitário Internacional - Uninter - UNINTER,PAP ANTONINA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
PR,Apucarana,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,APUCARANA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,597.48,,,
PR,Arapongas,Universidade Pitágoras Unopar,ARAPONGAS - PR (272) - Jardim Universitário,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,778.00,1,3,,,561.46,450.00,,
PR,Araucaria,Centro Universitário Internacional - Uninter - UNINTER,PAP ARAUCÁRIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,482.32,,,
PR,Araucaria,Faculdade Educacional de Araucária - FACEAR,UNIDADE ACADÊMICA - Thomas Coelho,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,699.28,0,1,1,1,600.60,,635.54,536.66
PR,Astorga,Centro Universitário Internacional - Uninter - UNINTER,PAP ASTORGA - centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,579.48,
PR,Campina Grande do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP CAMPINA GRANDE DO SUL - Jd. Paulista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,531.08,
PR,Campo Largo,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - CAMPO LARGO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,494.76,,,
PR,Campo Largo,Centro Universitário Internacional - Uninter - UNINTER,PAP CAMPO LARGO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,1,1,,,536.66,450.00
PR,Campo Largo,Faculdade Cnec Campo Largo,SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1097.50,0,1,,,594.90,,,
PR,Campo Mourao,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,CAMPO MOURÃO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,603.84,,,
PR,Campo Mourao,Centro Universitário Integrado de Campo Mourão,UNIDADE CENTRO - CENTRO,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,780.00,,,,1,,,624.32,
PR,Campo Mourao,Centro Universitário Internacional - Uninter - UNINTER,PAP CAMPO MOURÃO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,636.00,
PR,Capanema,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,CAPANEMA - -,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,471.64,,,
PR,Capanema,Centro Universitário Internacional - Uninter - UNINTER,PAP CAPANEMA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,450.00,
PR,Capitao Leonidas Marques,Centro Universitário Internacional - Uninter - UNINTER,PAP CAPITÃO LEÔNIDAS MARQUES - São Gabriel,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,546.24,
PR,Cascavel,Centro Universitário Univel,CAMPUS  - CASCAVEL - SANTA CRUZ - Santa Cruz,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,612.90,1,3,1,3,593.86,562.18,598.80,557.08
PR,Cascavel,Faculdade Educacional da Lapa - FAEL,PR - CASCAVEL - POLO EAD - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,,1,,,501.60,
PR,Castro,Centro Universitário Internacional - Uninter - UNINTER,PAP CASTRO - Vila Santa Cruz,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,629.46,
PR,Chopinzinho,Centro Universitário Internacional - Uninter - UNINTER,PAP CHOPINZINHO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,567.38,
PR,Cianorte,Faculdade de Administração e Ciências Econômicas Ltda - FACEC,CAMPUS PRINCIPAL - Zona 02,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,551.92,1,1,,5,633.06,572.54,517.26,
PR,Curitiba,Centro Universitário Campos de Andrade - Uniandrade - UNIANDRADE,CAMPUS  - CURITIBA - CAMPO COMPRIDO - Campo Comprido,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,988.16,0,1,,45,601.86,,450.00,
PR,Curitiba,Centro Universitário Campos de Andrade - Uniandrade - UNIANDRADE,CAMPUS  - CURITIBA - CAMPO COMPRIDO - Campo Comprido,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,988.16,,,,100,,,450.00,
PR,Curitiba,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE CURITIBA - Rebouças,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,563.38,,,
PR,Curitiba,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,CURITIBA - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,1,1,,,594.38,592.46,,
PR,Curitiba,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,"CURITIBA-RUA ITAJUBÁ, 673 - BAIRRO PORTÃO - Novo Mundo",Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,1,1,,,599.18,472.16,,
PR,Curitiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CURITIBA 01 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,1,3,6,590.82,544.34,555.50,475.26
PR,Curitiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CURITIBA 02 - Cic,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,1,1,2,573.94,576.88,511.64,450.00
PR,Curitiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CURITIBA 06 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,745.76,,,1,2,,,581.38,535.98
PR,Curitiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CURITIBA 08 - Uberaba,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,575.42,
PR,Curitiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CURITIBA 09 - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,2,2,4,587.94,450.00,484.50,450.00
PR,Curitiba,Centro Universitário Internacional - Uninter - UNINTER,PAP CURITIBA 10 - Sítio Cercado,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,588.12,
PR,Curitiba,Faculdade Anchieta de Ensino Superior do Paraná - FAESP,UNIDADE SEDE - Cidade Industrial,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,2520.00,0,1,,20,601.84,,450.00,
PR,Curitiba,Faculdade Educacional da Lapa - FAEL,PR - CURITIBA - POLO EAD - Rebouças,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,1,1,1,3,551.44,450.00,499.92,450.00
PR,Curitiba,Faculdade Estácio de Curitiba - ESTÁCIO CURITIBA,CURITIBA - Cristo Rei,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,798.57,1,3,,,596.72,544.98,,
PR,Curitiba,Faculdades Opet,UNIDADE REBOUÇAS - Rebouças,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1018.78,0,1,1,3,615.62,,576.84,549.22
PR,Curitiba,Faculdades Opet,UNIDADE REBOUÇAS - Rebouças,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,956.35,0,1,,,579.34,,,
PR,Curitiba,Universidade Paulista - UNIP,CURITIBA II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,567.02,,,
PR,Curitiba,Universidade Paulista - UNIP,CURITIBA III - São Brás,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,450.00,,,
PR,Curitiba,Universidade Pitágoras Unopar,CURITIBA/PR II (1051548) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,249.00,1,2,,,557.56,458.66,,
PR,Curitiba,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - CAMPUS CIC CT - Cidade Industrial de Curitiba,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,976.00,1,4,,,602.00,585.50,,
PR,Curitiba,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - CAMPUS CIC CT - Cidade Industrial de Curitiba,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,879.00,2,4,,,586.64,559.18,,
PR,Curitiba,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - UNIDADE ÂNGELO SAMPAIO - Mercês,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,976.00,3,9,,,603.36,563.50,,
PR,Curitiba,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - UNIDADE HAUER - Hauer,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,976.00,1,5,,,610.60,599.38,,
PR,Curitiba,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - UNIDADE PRAÇA OSÓRIO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,879.00,2,6,,,609.32,586.40,,
PR,Curitiba,Universidade Positivo - UP,UNIVERSIDADE POSITIVO - UNIDADE PRAÇA OSÓRIO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,485.56,3,6,,,607.36,578.88,,
PR,Francisco Beltrao,Centro Universitário Internacional - Uninter - UNINTER,PAP FRANCISCO BELTRÃO - Bairro da Cango,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,543.50,
PR,Guaira,Centro Universitário Internacional - Uninter - UNINTER,PAP GUAÍRA - Jardim Zeballus,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,503.72,
PR,Guarapuava,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,GUARAPUAVA - Bonsucesso,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,632.30,,,
PR,Guarapuava,Faculdade Guairacá - FAG,UNIDADE I - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,674.46,1,1,1,4,624.52,566.10,554.78,562.28
PR,Guaratuba,Centro Universitário Internacional - Uninter - UNINTER,PAP GUARATUBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
PR,Irati,Centro Universitário Internacional - Uninter - UNINTER,PAP IRATI - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,579.26,
PR,Ivaipora,Centro Universitário Internacional - Uninter - UNINTER,PAP IVAIPORÃ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,591.64,,,
PR,Jacarezinho,Centro Universitário Internacional - Uninter - UNINTER,PAP JACAREZINHO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,556.80,,,
PR,Jaguariaiva,Centro Universitário Internacional - Uninter - UNINTER,PAP JAGUARIAIVA - Jd. Matarazzo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,1,1,524.36,,450.00,450.00
PR,Lapa,Centro Universitário Internacional - Uninter - UNINTER,PAP LAPA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,542.98,,,
PR,Lapa,Faculdade Educacional da Lapa - FAEL,CAMPUS  - LAPA - BOQUEIRÃO - Boqueirão,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,0,1,,1,450.00,,450.00,
PR,Laranjeiras do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP LARANJEIRAS DO SUL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,557.62,,,
PR,Londrina,Centro Universitário Internacional - Uninter - UNINTER,PAP LONDRINA - Jardim Shangrila,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,1,546.84,,567.34,
PR,Londrina,Faculdade Arthur Thomas - CESA,UNIDADE SEDE POLO DE APOIO PRESENCIAL - Jardim Maringá,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,690.00,1,4,,,588.46,450.00,,
PR,Londrina,Faculdade Arthur Thomas - CESA,UNIDADE SEDE POLO DE APOIO PRESENCIAL - Jardim Maringá,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,690.00,1,4,,,574.44,573.34,,
PR,Londrina,Universidade Cruzeiro do Sul - UNICSUL,INTEGRALE - LONDRINA - PARANÁ - lago Parque,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,0,1,,1,648.66,,572.06,
PR,Londrina,Universidade Pitágoras Unopar,CAMPUS UNIVERSITÁRIO LONDRINA - CATUAÍ - Conjunto Habitacional Flores,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,658.00,2,6,,,582.74,562.00,,
PR,Londrina,Universidade Pitágoras Unopar,LONDRINA III - PR (5621) - Pacaembu,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,209.00,1,1,,,578.88,538.40,,
PR,Marechal Candido Rondon,Universidade Paulista - UNIP,MARECHAL CANDIDO RONDON - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,1,,,519.44,,,
PR,Maringa,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,MARINGÁ - Jd. Aclimação,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,1,2,,,600.96,582.98,,
PR,Maringa,Centro Universitário Internacional - Uninter - UNINTER,PAP MARINGÁ - Zona 01 - Novo Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,603.90,
PR,Maringa,Faculdade Cidade Verde - FCV,UNIDADE SEDE - Zona 07,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,993.69,,,,25,,,450.00,
PR,Medianeira,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,MEDIANEIRA - CENTRO,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,548.44,,,
PR,Medianeira,Centro Universitário Internacional - Uninter - UNINTER,PAP MEDIANEIRA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,587.52,
PR,Palmeira,Centro Universitário Internacional - Uninter - UNINTER,PAP PALMEIRA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,561.00,,,
PR,Palmital,Centro Universitário Internacional - Uninter - UNINTER,PAP PALMITAL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,511.32,
PR,Palotina,Centro Universitário Internacional - Uninter - UNINTER,PAP PALOTINA - Osvaldo Cruz,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,1,1,576.80,,549.34,570.04
PR,Paranagua,Centro Universitário Internacional - Uninter - UNINTER,PAP PARANAGUÁ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,1,569.90,,587.94,
PR,Paranavai,Centro Universitário Internacional - Uninter - UNINTER,PAP PARANAVAÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,551.04,
