uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
SP,Guaratingueta,Universidade Paulista - UNIP,GUARATINGUETA - Campo do Galvão,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,585.22,,,
SP,Guaruja,Centro Universitário Internacional - Uninter - UNINTER,PAP GUARUJÁ - Parque Estuário,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,504.40,
SP,Guaruja,Universidade Paulista - UNIP,GUARUJA - Vl. Alzira,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,562.56,,,
SP,Guarulhos,Centro Universitário Internacional - Uninter - UNINTER,PAP GUARULHOS - TABOÃO - Aeroporto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,576.10,
SP,Guarulhos,Faculdade Eniac - ENIAC,ENDEREÇO SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,849.62,1,1,,,618.06,555.98,,
SP,Guarulhos,Faculdade Eniac - ENIAC,ENDEREÇO SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,849.62,2,4,,,575.94,586.68,,
SP,Guarulhos,Faculdade Eniac - ENIAC,ENDEREÇO SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,446.64,1,2,,,579.56,544.02,,
SP,Guarulhos,Universidade Anhanguera - UNIDERP,GUARULHOS/SP - Vila Camargos,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,1,,,579.08,548.96,,
SP,Holambra,Centro Universitário de Jaguariúna - Faj - FAJ,HOLAMBRA - Fund-o,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,450.00,450.00,,
SP,Hortolandia,Centro Universitário Internacional - Uninter - UNINTER,PAP HORTOLÂNDIA - Parque dos Pinheiros,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,504.70,
SP,Hortolandia,Universidade Paulista - UNIP,HORTOLANDIA - Remanso Campineiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,542.14,,,
SP,Ilhabela,Centro Universitário Internacional - Uninter - UNINTER,PAP ILHABELA - Barra Velha,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,473.16,
SP,Indaiatuba,Centro Universitário de Jaguariúna - Faj - FAJ,MAX PLANCK - Jardim Pedroso,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,450.00,450.00,,
SP,Indaiatuba,Universidade Paulista - UNIP,INDAIATUBA - Chácara Areal,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,462.86,,,
SP,Itanhaem,Universidade Cidade de São Paulo - UNICID,UNIDADE DE ENSINO SUPERIOR DE ITANHAÉM LTDA - UNIDEZ (FAITA - FACULDADE ITANHAÉM ) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,523.96,450.00
SP,Itanhaem,Universidade Paulista - UNIP,ITANHAEM - Praia dos Sonhos,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,587.28,,,
SP,Itapeva,Universidade Paulista - UNIP,ITAPEVA - Parque das Paineiras,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,605.20,,,
SP,Itapevi,Centro Universitário Internacional - Uninter - UNINTER,PAP ITAPEVI - Cidade da Saúde,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,298.00,,,,1,,,588.62,
SP,Itapira,Universidade Paulista - UNIP,ITAPIRA I - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,450.00,,,
SP,Itaquaquecetuba,Universidade Braz Cubas - UBC,ITAQUAQUECETUBA - Jardim Nova Itaquá,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,298.00,0,1,,,574.22,,,
SP,Itarare,Centro Universitário Internacional - Uninter - UNINTER,PAP ITARARÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,602.16,
SP,Itatiba,Centro Universitário de Jaguariúna - Faj - FAJ,ITATIBA - Vila Brasileira,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,450.00,450.00,,
SP,Itatiba,Universidade Paulista - UNIP,ITATIBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,450.00,,,
SP,Itatiba,Universidade São Francisco - USF,CAMPUS ITATIBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,498.75,1,2,,10,600.62,555.04,515.02,
SP,Itu,Centro Universitário Nossa Senhora do Patrocínio - CEUNSP,CAMPUS  - ITU - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,479.27,1,2,,,579.68,565.50,,
SP,Ituverava,Universidade Paulista - UNIP,ITUVERAVA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,634.78,,,
SP,Jaboticabal,Faculdade de Educação São Luís - FESL,UNIDADE SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,962.11,0,5,,20,577.52,,450.00,
SP,Jacarei,Universidade Paulista - UNIP,JACAREI - Jd. Flórida,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,622.44,,,
SP,Jaguariuna,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPUS II - Tanquinho Velho,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,450.00,450.00,,
SP,Jaguariuna,Centro Universitário de Jaguariúna - Faj - FAJ,CAMPUS I - Jardim Dom Bosco,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,293.00,2,3,,,459.76,450.00,,
SP,Jau,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD JAÚ - SP - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,565.42,,,
SP,Jau,Universidade Paulista - UNIP,JAU - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,0,1,,,556.60,,,
SP,Jundiai,Centro Universitário Internacional - Uninter - UNINTER,PAP JUNDIAÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,1,1,534.58,,545.08,493.58
SP,Jundiai,Faculdade Anhanguera de Jundiaí,FACULDADE ANHANGUERA DE JUNDIAÍ - Retiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,498.00,0,1,,,592.84,,,
SP,Jundiai,Universidade Cidade de São Paulo - UNICID,CARLOS EDUARDO CUNHA ME (CENTRO EDUCACIONAL EDUCAR) - CENTRO,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,0,1,,1,450.00,,469.46,
SP,Jundiai,Universidade Paulista - UNIP,JUNDIAI II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,551.96,,,
SP,Jundiai,Universidade Paulista - UNIP,JUNDIAI I - Vila Hortolândia,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,636.45,2,4,,,581.62,563.62,,
SP,Jundiai,Universidade Paulista - UNIP,JUNDIAI I - Vila Hortolândia,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,539.04,1,2,,,609.68,526.50,,
SP,Jundiai,Universidade Paulista - UNIP,JUNDIAI I - Vila Hortolândia,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,1,,,549.24,539.00,,
SP,Lencois Paulista,Centro Universitário Internacional - Uninter - UNINTER,PAP LENÇÓIS PAULISTA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,515.04,,,
SP,Limeira,Centro Universitário Internacional - Uninter - UNINTER,PAP LIMEIRA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,529.36,,,
SP,Limeira,Faculdades Integradas Einstein de Limeira - FIEL,SEDE ATUAL - Vila Queiroz,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,682.09,0,1,,4,640.68,,596.66,
SP,Lins,Centro Universitário de Lins - Unilins - UNILINS,CENTRO UNIVERSITÁRIO DE LINS - Jardim Aeroporto,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1061.38,1,1,,15,590.90,514.96,450.00,
SP,Mairipora,Centro Universitário Internacional - Uninter - UNINTER,PAP LORENA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,539.42,
SP,Marilia,Centro Universitário Internacional - Uninter - UNINTER,PAP MARÍLIA - Marília,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,556.16,,,
SP,Marilia,Universidade de Marília - UNIMAR,UNIDADE SEDE - Campus Universitario,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,568.23,0,4,,10,581.80,,522.42,
SP,Maua,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD MAUÁ - SP - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,450.00,,,
SP,Maua,Universidade Paulista - UNIP,MAUÁ - V. Bocaina,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,530.36,,,
SP,Mogi das Cruzes,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD MOGI DAS CRUZES - SP - Vila Rubens,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,571.62,,,
SP,Mogi das Cruzes,Universidade de Mogi das Cruzes - UMC,CAMPUS CENTRO CÍVICO - Centro Cívico,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,854.40,1,8,,,574.58,568.36,,
SP,Mogi das Cruzes,Universidade de Mogi das Cruzes - UMC,CAMPUS CENTRO CÍVICO - Centro Cívico,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,854.40,1,14,,,581.36,571.12,,
SP,Mogi das Cruzes,Universidade Paulista - UNIP,MOGI DAS CRUZES - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,570.62,,,
SP,Mogi-Guacu,Centro Universitário Internacional - Uninter - UNINTER,PAP MOGI GUAÇU - Jd Cruzeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,1,1,531.92,,450.00,450.00
SP,Mogi-Guacu,Universidade de Franca - UNIFRAN,POLO MOGI-GUAÇU - Jardim Canta Galo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,398.51,,,,1,,,450.00,
SP,Mogi-Mirim,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD MOGI MIRIM - SP - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,450.00,,,
SP,Olimpia,Universidade Paulista - UNIP,OLIMPIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,452.30,,,
SP,Osasco,Centro Universitário Internacional - Uninter - UNINTER,PAP OSASCO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,1,1,558.44,,535.98,532.24
SP,Osasco,Universidade Anhanguera - UNIDERP,OSASCO/SP (2008433) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,2,,,561.34,540.18,,
SP,Osasco,Universidade Cidade de São Paulo - UNICID,CENTRO EDUCACIONAL ADRIDANI LTDA (COLÉGIO APLICAÇÃO) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,0,1,,1,579.92,,569.30,
SP,Ourinhos,Centro Universitário Internacional - Uninter - UNINTER,PAP OURINHOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,559.72,
SP,Paulinia,Centro Universitário Internacional - Uninter - UNINTER,PAP PAULINIA - Jardim Vista Alegre,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,455.82,
SP,Paulinia,Universidade Paulista - UNIP,PAULINIA I - Nova Paulinia,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,450.00,,,
SP,Peruibe,Centro Universitário Internacional - Uninter - UNINTER,PAP PERUÍBE - Balneário Arpoador,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
SP,Pindamonhangaba,Centro Universitário Internacional - Uninter - UNINTER,PAP PINDAMONHANGABA - Bosque da Princesa,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,525.98,,,
SP,Piracicaba,Faculdade Salesiana Dom Bosco de Piracicaba - FSDB,UNIDADE  - PIRACICABA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,629.00,1,1,,,595.96,562.80,,
SP,Piracicaba,Universidade Cidade de São Paulo - UNICID,FANATEL INSTITUTO TEOLÓGICO LOGOS DE ENSINO LTDA ME (INSTITUTO FANATEL) - Vila Monteiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,590.04,450.00
SP,Piracicaba,Universidade Paulista - UNIP,PIRACICABA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,1,,,571.76,532.60,,
SP,Piracicaba,Universidade Pitágoras Unopar,PIRACICABA/SP (3165) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,1,,,515.74,486.12,,
SP,Poa,Universidade Braz Cubas - UBC,POÁ - Vila Acoreana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,324.00,0,1,,,521.44,,,
SP,Porto Feliz,Faculdade de Porto Feliz,JATOBÁ - V. América,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,494.95,0,1,,1,600.10,,557.98,
SP,Praia Grande,Centro Universitário Internacional - Uninter - UNINTER,PAP PRAIA GRANDE - Boqueirão,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,555.92,
SP,Praia Grande,Universidade Paulista - UNIP,PRAIA GRANDE - Tupi,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,583.82,,,
SP,Presidente Prudente,Centro Universitário Internacional - Uninter - UNINTER,PAP PRESIDENTE PRUDENTE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,567.78,
SP,Registro,Faculdades Integradas do Vale do Ribeira - FIVR,UNIDADE SEDE - Jardim das Palmeiras,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,736.00,2,5,,,602.02,574.56,,
SP,Ribeirao Preto,Centro Universitário Internacional - Uninter - UNINTER,PAP RIBEIRÃO PRETO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,514.26,
SP,Ribeirao Preto,Universidade de Franca - UNIFRAN,POLO RIBEIRÃO PRETO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,1,2,1,3,606.30,526.82,523.98,450.00
SP,Ribeirao Preto,Universidade Paulista - UNIP,RIBEIRAO PRETO II - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.00,1,1,,,539.42,500.86,,
SP,Ribeirao Preto,Universidade Paulista - UNIP,RIBEIRÃO PRETO I - Jardim Canadá,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,539.04,3,5,,,594.60,547.06,,
SP,Ribeirao Preto,Universidade Paulista - UNIP,RIBEIRÃO PRETO I - Jardim Canadá,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,484.92,1,2,,,582.14,528.64,,
SP,Ribeirao Preto,Universidade Paulista - UNIP,RIBEIRÃO PRETO I - Jardim Canadá,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.00,0,1,,,516.22,,,
SP,Rio Claro,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE RIO CLARO - Cidade Claret,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,1,,,600.82,527.40,,
SP,Rio Claro,Centro Universitário Internacional - Uninter - UNINTER,PAP RIO CLARO - Saúde,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,572.42,
SP,Salto,Centro Universitário Internacional - Uninter - UNINTER,PAP SALTO - Vila Henrique,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,596.82,
SP,Salto,Centro Universitário Nossa Senhora do Patrocínio - CEUNSP,UNIDADE ACADÊMICA DE SALTO - CAMPUS V - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,467.50,1,2,,,624.34,577.90,,
SP,Salto de Pirapora,Universidade Cidade de São Paulo - UNICID,LEITE & PAGLIATO LTDA ME (COLÉGIO ANGLO) - Salto de Pirapora,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,450.00,450.00
SP,Santa Barbara D`Oeste,Universidade Cidade de São Paulo - UNICID,E.T.X. - TREINAMENTOS EIRELI-ME - Vila Boldrin,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,,1,,,489.68,
SP,Santa Fe do Sul,Universidade Paulista - UNIP,SANTA FE DO SUL - Jd. Primavera,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,491.48,,,
SP,Santana de Parnaiba,Universidade Paulista - UNIP,SANTANA DE PARNAÍBA I - Aphavile,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,697.78,2,3,,,570.40,555.58,,
SP,Santana de Parnaiba,Universidade Paulista - UNIP,SANTANA DE PARNAÍBA I - Aphavile,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,515.68,1,3,,,563.54,539.78,,
SP,Santana de Parnaiba,Universidade Paulista - UNIP,SANTANA DE PARNAÍBA I - Aphavile,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,1,,,543.00,517.08,,
SP,Santa Rosa de VIterbo,Universidade Cidade de São Paulo - UNICID,MOSCARDIM & MOSCARDIM EVENTOS DESPORTIVOS E CULTURAIS LTDA. - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,257.19,,,1,1,,,487.98,450.00
SP,Santo Andre,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SANTO ANDRÉ - SP - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,546.46,,,
SP,Santo Andre,Centro Universitário Internacional - Uninter - UNINTER,PAP SANTO ANDRÉ - CENTRO - Jardim,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,1,,,541.20,587.68
SP,Santo Andre,Faculdade de Santo André,CAMPUS  - SANTO ANDRÉ - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,506.70,1,3,,8,602.58,601.18,557.30,
SP,Santo Andre,Universidade Anhanguera - UNIDERP,SANTO ANDRE/SP - UNIA (22494) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,2,,,517.44,525.58,,
SP,Santo Andre,Universidade Anhanguera - UNIDERP,SANTO ANDRE/SP - UNIABC (2008615) - Campestre,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,2,,,540.70,529.32,,
SP,Santo Andre,Universidade Paulista - UNIP,SANTO ANDRÉ - Campestre,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,558.60,,,
SP,Santos,Centro Universitário Internacional - Uninter - UNINTER,PAP SANTOS - vila matias,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,575.58,,,
SP,Santos,Centro Universitário Lusíada - UNILUS,UNIDADE  - SANTOS - MACUCO - Macuco,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,544.40,0,1,,,583.92,,,
SP,Santos,Centro Universitário Monte Serrat - UNIMONTE,CAMPUS VILA MATHIAS - Vila Mathias,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,738.00,0,1,,16,608.70,,536.12,
SP,Santos,Universidade Paulista - UNIP,SANTOS II - Boqueirão,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,1,,,517.74,,,
SP,Santos,Universidade Paulista - UNIP,SANTOS III - PONTA DA PRAIA - Ponta da Praia,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,647.28,4,7,,,584.16,544.94,,
SP,Santos,Universidade Paulista - UNIP,SANTOS I - Vila Mathias,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,1,,,575.28,,,
SP,Sao Bernardo do Campo,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SÃO BERNARDO DO CAMPO - SP - Vila Marlene,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,579.92,,,
SP,Sao Bernardo do Campo,Universidade Anhanguera - UNIDERP,SAO BERNARDO DO CAMPO/SP - ANCHIETA (2008607) - Jardim do Mar,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,1,,,583.34,554.56,,
SP,Sao Bernardo do Campo,Universidade Cidade de São Paulo - UNICID,ESFERA ADMINISTRADORA EDUCACIONAL LTDA EPP (COLÉGIO MEDINA) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,0,1,,1,569.04,,628.72,
SP,Sao Bernardo do Campo,Universidade Paulista - UNIP,SÃO BERNARDO DO CAMPO - Jd. Nova Petrópolis,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,1,1,,,602.58,510.24,,
SP,Sao Carlos,Universidade de Franca - UNIFRAN,POLO SÃO CARLOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,1,1,2,3,576.12,577.50,563.34,504.02
SP,Sao Carlos,Universidade Paulista - UNIP,SÃO CARLOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,1,,,628.84,,,
SP,Sao Carlos,Universidade Pitágoras Unopar,SAO CARLOS/SP (4262) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,1,1,,,609.86,542.86,,
SP,Sao Joao da Boa VIsta,Centro Universitário Fundação de Ensino Octávio Bastos - Feob - Unifeob - UNIFEOB,CAMPUS II - MANTIQUEIRA - Jardim Nova São João,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,763.60,0,1,,,600.62,,,
SP,Sao Jose do Rio Preto,Centro Universitário Internacional - Uninter - UNINTER,PAP SAO JOSÉ DO RIO PRETO - Boa Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,583.66,
SP,Sao Jose do Rio Preto,Universidade Paulista - UNIP,SÃO JOSÉ DO RIO PRETO I - Jardim Tarraf II,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,574.88,1,2,,,635.38,589.72,,
SP,Sao Jose do Rio Preto,Universidade Paulista - UNIP,SÃO JOSÉ DO RIO PRETO I - Jardim Tarraf II,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,2,,,570.16,592.82,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,643.04,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,519.00,2,3,,,586.04,526.14,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,399.00,1,1,,,630.08,610.04,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia Ibta - São José dos Campos - IBTA,CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,569.00,2,4,,,568.50,511.22,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia Ibta - São José dos Campos - IBTA,CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,469.00,1,1,,,542.00,579.22,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,550.72,450.00,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,594.24,2,5,,,590.20,559.94,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,581.34,,,
SP,Sao Manuel,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO MANUEL - Jd. Pinheiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
SP,Sao Paulo,Centro Universitário Adventista de São Paulo - Unasp - UNASP,UNASP CAMPUS SÃO PAULO - Jardim IAE,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,648.00,2,4,,,597.74,564.14,,
SP,Sao Paulo,Centro Universitário Anhanguera de São Paulo,MARTE - Santana,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,468.00,1,3,,,584.64,558.56,,
SP,Sao Paulo,Centro Universitário das Faculdades Metropolitanas Unidas - Fmu - FMU,FMU - LIBERDADE / PRÉDIO 10 - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,538.00,4,8,,,595.86,581.98,,
SP,Sao Paulo,Centro Universitário das Faculdades Metropolitanas Unidas - Fmu - FMU,FMU - LIBERDADE / PRÉDIO 10 - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,490.00,3,5,,,600.66,587.58,,
SP,Sao Paulo,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD INTERLAGOS - SP - Não,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,0,1,,,570.36,,,
SP,Sao Paulo,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SANTO AMARO I - SP - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,0,1,,,538.68,,,
